2015,Apr,51,1
2014,Aug,44,2
2012,Feb,13,8
2011,Jun,52,4
2011,Jan,43,34
2013,Nov,24,9
2015,Apr,22,3
2014,Apr,22,4
2014,Jul,21,63
2014,Jul,11,43
2014,Apr,61,2
2014,May,13,16
2011,Oct,13,8
2013,Jan,32,24
2015,Dec,25,9
2015,Feb,44,1
2014,Jul,72,6
2012,Jun,44,1
2015,Mar,52,5
2014,Sep,72,2
2012,May,12,211
2012,Jul,41,72
2012,Mar,41,68
2011,Jul,41,84
2013,Oct,15,13
2013,Apr,43,23
2013,Mar,25,11
2015,Jan,42,10
2015,Dec,42,8
2015,May,14,13
2015,Mar,44,1
2014,Mar,27,2
2014,Jul,62,2
2012,Jul,12,200
2012,Feb,24,8
2011,Feb,22,2
2013,Mar,51,3
2014,Jul,41,51
2014,May,41,56
2014,Oct,23,3
2014,May,52,5
2014,Sep,27,3
2012,Apr,11,60
2011,Jul,12,190
2011,Jun,21,69
2011,Aug,13,2
2013,Aug,44,4
2015,Nov,42,9
2014,Jun,72,5
2012,Sep,33,32
2012,May,25,8
2012,Jun,15,10
2012,Sep,27,1
2013,Jan,52,8
2015,Nov,62,1
2014,Jun,11,56
2014,Jul,25,10
2014,Mar,24,14
2014,Feb,62,1
2012,May,42,21
2012,Apr,14,13
2011,Nov,22,6
2013,Jul,71,2
2015,Feb,23,3
2012,Mar,12,206
2011,Jan,21,44
2011,Aug,21,49
2013,Sep,22,3
2014,Aug,25,10
2011,Oct,11,52
2013,Nov,72,1
2015,Jan,62,1
2011,Mar,15,16
2011,Aug,42,13
2013,Apr,13,3
2013,Aug,45,2
2015,Jan,24,17
2014,Jul,33,43
2014,Jul,32,37
2012,Dec,32,23
2015,Sep,43,14
2014,Nov,42,9
2014,Apr,43,25
2012,Aug,41,70
2012,Feb,11,58
2011,Aug,25,5
2013,Oct,23,4
2015,Aug,51,7
2014,Oct,27,1
2012,Aug,12,206
2012,Mar,11,61
2012,Sep,42,14
2012,Aug,44,2
2011,May,11,49
2013,Mar,13,8
2015,Mar,12,130
2015,Oct,15,6
2014,Nov,52,3
2014,Jul,71,7
2012,Jan,43,25
2012,Jul,22,5
2012,Nov,22,9
2012,May,21,70
2012,Dec,22,6
2015,Sep,22,3
2015,May,15,18
2014,Aug,23,3
2014,Feb,42,12
2014,Aug,72,6
2012,Oct,27,2
2012,Apr,62,1
2011,Jun,11,46
2011,Jan,22,4
2011,May,51,3
2014,Dec,21,32
2014,Mar,15,5
2012,May,15,10
2012,Nov,62,1
2011,Aug,24,21
2011,May,25,11
2013,Jun,45,2
2015,Sep,11,66
2015,Dec,81,1
2014,Oct,32,30
2014,Nov,33,29
2013,Nov,11,43
2015,Mar,51,5
2015,Nov,24,30
2012,Oct,32,34
2013,Oct,44,3
2015,Dec,11,47
2014,Nov,25,5
2014,Oct,16,1
