2014,Nov,13B,73
2012,Sep,13C,131
2012,Jul,120,16
2011,Dec,13B,83
2011,Feb,13B,75
2011,Aug,220,13
2013,Jul,35A,2
2015,Oct,23H,21
2015,Feb,35B,1
2014,Apr,23F,2
2014,Oct,23F,4
2012,Sep,13A,54
2012,Jul,520,2
2011,Aug,200,2
2011,Feb,23C,1
2013,Oct,11A,2
2012,Dec,35A,5
2012,Jan,250,1
2011,May,13C,164
2013,Dec,23F,3
2013,Apr,250,1
2013,Nov,36B,1
2015,Aug,23H,14
2012,Jun,23F,7
2012,Jul,11A,2
2011,Apr,290,200
2013,Mar,520,3
2013,Oct,23D,3
2015,Jan,13C,109
2014,Feb,13C,96
2014,Apr,26B,1
2012,Dec,13C,97
2013,Sep,23F,3
2015,Nov,23D,1
2015,Sep,23D,2
2015,Jan,35B,1
2014,Oct,520,2
2012,Jan,13B,111
2012,Aug,23E,1
2012,Oct,35A,6
2011,Oct,23A,1
2015,Mar,120,11
2015,Nov,120,7
2014,Oct,290,186
2014,Sep,35A,5
2013,Jan,200,3
2013,Nov,26B,2
2015,Jul,220,11
2014,Jun,290,165
2014,May,370,1
2012,Jan,220,11
2012,Mar,23F,4
2011,Mar,220,9
2013,Nov,23H,8
2013,May,23H,9
2013,Dec,35A,3
2013,Feb,23A,1
2014,Mar,200,2
2013,Jul,220,16
2013,Jun,35B,2
2013,May,11D,1
2015,Sep,13A,59
2015,Oct,220,12
2015,Sep,26B,1
2013,Jan,290,110
2013,May,35A,4
2015,Nov,240,1
2014,Jan,35B,2
2011,Oct,120,12
2013,Dec,13C,102
2013,Aug,240,3
2013,Jun,26A,1
2015,Jan,290,114
2015,Sep,26C,1
2012,Jan,23D,7
2012,Aug,26A,2
2011,Nov,23H,13
2011,Sep,23G,1
2013,Jan,220,19
2013,Oct,270,1
2015,Aug,13A,67
2014,Mar,240,3
2015,Jul,11A,1
2012,Apr,26C,1
2012,Feb,520,1
2013,Nov,35A,4
2014,Jul,220,10
2014,Jul,09A,1
2012,Sep,36B,1
2012,Jan,35A,13
2012,Jun,35B,2
2013,Jul,290,161
2013,Jun,36B,1
2015,Jan,36B,1
2014,Jan,220,10
2014,Aug,23D,2
2012,Aug,210,1
2011,May,13B,141
2015,Feb,23C,1
2015,May,240,2
2012,Jul,13B,146
2011,Sep,270,1
2015,Jun,13B,138
2015,Sep,240,1
2015,Jun,23D,2
2015,Aug,370,1
2012,Aug,200,1
2011,May,23H,5
2011,Dec,11A,2
2011,Aug,280,1
2013,Jan,23H,8
2013,Nov,26E,1
2012,Feb,13A,62
2012,Jan,23E,1
2011,May,13A,73
2011,Dec,35A,8
2014,Mar,290,146
2011,Oct,23C,1
2013,Sep,100,1
2013,Jan,26C,1
2012,Mar,200,2
2012,Jun,240,3
2011,Apr,220,11
2011,Jan,26A,1
2013,Sep,26A,1
2013,Oct,23G,1
2013,Sep,11D,1
2015,May,220,18
2015,Apr,23D,2
2014,May,23C,3
2011,Sep,13C,161
2015,Jul,13A,79
2015,Aug,26A,1
2012,May,23H,9
2013,May,120,11
2015,Feb,13C,99
2015,Jul,23H,16
2015,Jul,23F,4
2012,Dec,23H,11
2012,Jul,200,3
2012,Oct,26C,1
2011,Feb,290,113
2013,Nov,13B,98
2015,Sep,200,2
2011,Sep,120,12
2011,Oct,23H,6
2013,Nov,240,3
2013,Sep,40C,1
2013,Apr,520,2
2015,May,23D,1
2015,Oct,23C,5
2014,Aug,23C,1
2012,Jan,200,8
2012,Apr,23C,5
2013,Jan,13A,37
2013,May,520,2
2015,Mar,290,113
2014,Feb,35B,1
2014,Jul,250,1
2011,Oct,09A,2
2013,Sep,13C,124
2015,Dec,13A,41
2015,Apr,120,10
2015,May,100,1
2014,Dec,290,99
2012,Nov,200,7
2013,Jul,13C,148
2013,Oct,11D,2
2015,Sep,35B,1
2012,Sep,120,12
2012,Jan,23G,2
2012,Dec,09A,1
2012,Sep,520,1
2011,Mar,290,178
2011,Dec,270,1
2013,Jun,23D,1
2013,Feb,200,2
2013,Jul,250,1
2014,Sep,13B,108
2014,Apr,120,13
2012,Jun,11A,3
2012,Jul,23C,4
2013,Sep,13B,133
2015,Nov,35A,4
2014,Apr,13B,139
2012,Mar,13A,62
2012,Jan,23H,15
2012,Sep,11A,2
2011,Feb,120,8
2013,Feb,13C,115
2015,Dec,23F,5
2014,Sep,13C,139
2014,Jul,240,3
2014,Oct,240,4
2014,Jun,23F,4
2013,May,11B,1
2015,Jan,26C,3
2015,Dec,220,8
2015,May,23C,2
2014,Jul,13B,129
2014,Dec,23H,8
2012,Aug,23D,1
2011,Aug,26B,1
2011,Oct,23G,1
2011,Aug,23C,1
2013,Jun,240,1
2014,Nov,240,1
2014,Jan,23F,2
2012,Feb,13B,114
2012,Mar,13B,112
2012,Nov,23C,1
2011,Sep,520,2
2013,Oct,13A,51
2013,Dec,26B,1
2014,Feb,35A,1
2011,Aug,13B,127
2013,Dec,220,14
2013,Sep,35A,5
2015,Jul,23D,4
2015,Aug,11D,1
2015,Sep,23C,3
2012,Dec,13A,30
2011,Dec,120,4
2011,Jul,23H,8
2013,Jan,13B,94
2015,Jul,280,1
2015,Jun,23G,1
2014,Mar,220,12
2012,Mar,520,1
2011,May,120,9
2011,Dec,200,2
2015,Mar,26B,1
2012,Jan,26C,1
2012,Oct,290,159
2012,Jun,26A,1
2012,Dec,11A,1
2011,Aug,26A,1
2013,Sep,23H,7
2015,Dec,23H,15
2015,Oct,35A,6
2012,Aug,26B,3
2013,Aug,200,1
2013,Oct,26C,1
2013,Jan,35A,1
2015,Sep,23F,3
2014,Nov,26A,1
2012,Nov,23D,4
2011,Jul,220,12
2013,May,240,1
2013,May,23F,2
2014,Sep,23H,11
2012,Mar,220,12
2015,May,23F,3
2014,Nov,23C,1
2014,Mar,23D,2
2012,Mar,290,194
2012,Aug,270,1
2011,Jan,13A,54
2013,Dec,13B,88
2014,Jul,13C,101
2014,Mar,280,1
2012,Jan,23F,5
2012,May,35B,4
2012,Oct,520,1
2011,Jan,220,10
2011,Jul,120,13
2012,Apr,290,195
2012,Mar,120,9
2012,Apr,11B,1
2012,Apr,100,1
2011,Jul,200,2
2013,Oct,35A,2
2015,Jul,120,17
2015,Jul,35A,3
2014,Oct,23D,2
2012,Aug,35B,2
2011,Jul,13A,66
2013,Oct,280,1
2013,Feb,11A,1
2013,Sep,23D,1
2015,Oct,11B,2
2015,Mar,23F,2
2015,Apr,36B,1
2012,Sep,26E,1
2011,Apr,13A,47
2011,Oct,220,7
2013,Dec,26A,2
2015,Oct,200,3
2015,Nov,26A,1
2011,Feb,200,3
2013,Nov,23C,5
2015,Oct,13A,52
2015,Dec,09A,2
2015,Apr,26B,2
2012,Aug,120,11
2011,Oct,13C,172
2011,Apr,200,4
2013,Apr,23H,4
2013,Jan,11D,1
2015,Feb,200,1
2014,Aug,220,12
2014,Dec,220,7
2014,Feb,23C,5
2012,Jun,250,2
2011,Aug,26C,1
2011,Aug,23G,2
2015,Jan,23F,3
2014,Aug,120,17
2014,May,23D,2
2011,Sep,23H,5
2013,Feb,13A,34
2015,Feb,13B,84
2015,Jan,35A,2
2014,Sep,220,17
2014,Feb,23D,2
2014,May,250,1
2012,Aug,11A,2
2011,Aug,290,160
2011,May,200,4
2011,May,23F,1
2013,Feb,26C,1
2015,Apr,13A,45
2012,Feb,23F,5
2012,Jan,240,1
2013,Nov,26C,1
2013,Mar,250,2
2015,Jun,200,6
2014,Aug,250,1
2012,Apr,11D,2
2011,Sep,200,6
2013,Apr,26E,1
2013,Dec,11D,1
2015,Aug,35B,1
2014,Dec,23D,2
2014,Aug,280,1
2012,Dec,120,8
2012,Jun,520,1
2011,Nov,23F,2
2013,Aug,290,144
2013,Oct,250,2
2015,Mar,26C,5
2014,Oct,120,7
2014,Aug,370,1
2012,Jul,240,2
2013,Jun,13A,45
2013,Feb,290,128
2013,Jul,11A,2
2013,Feb,23F,4
2015,Jun,23H,11
2014,Mar,23G,1
2012,Jun,13B,141
2011,Jun,220,6
2011,Aug,23F,1
2011,Jun,23D,3
2015,May,13A,72
2014,Feb,290,109
2014,Sep,23D,4
2014,Dec,26C,1
2011,May,26C,1
2013,Nov,09A,1
2014,May,13A,50
2012,Dec,200,2
2012,Dec,35B,3
2011,Nov,13B,99
2011,Nov,26B,1
2013,Aug,13C,125
2013,Nov,23F,3
2013,Aug,23H,13
2014,Jun,13B,116
2012,Jul,35A,13
2011,Apr,13B,119
2014,Mar,13B,94
2014,Apr,26A,4
2012,Oct,13A,60
2013,Apr,280,2
2015,Jul,200,2
2015,Aug,23D,2
2014,Jan,13C,90
2014,Dec,120,8
2011,Oct,100,2
2013,Apr,23D,2
2015,Aug,11A,1
2015,Feb,11A,1
2012,Jan,290,174
2012,Apr,23F,2
2012,Oct,09B,1
2011,Oct,13B,112
2011,May,290,181
2011,May,220,6
2013,Jun,290,167
2013,Aug,23A,1
2015,Jun,290,161
2015,Sep,520,3
2015,Aug,26B,2
2012,Dec,23F,2
2013,Jul,23C,2
2015,Feb,120,4
2014,Oct,23C,5
